ticker,company_name,sector,industry,business_summary,target,market_cap,total_debt,intangible_assets,cash_and_equivalents,current_liabilities,operating_cash_flow,ebitda,interest_expense,net_income,total_assets,fiscal_year,currency,source_url,extraction_status,extraction_error
FCONSUMER,Future Consumer Ltd,Consumer Defensive,Packaged Foods,"Future Consumer Limited engages in the sourcing, manufacture, branding, marketing, and distribution of food and processed food products, and health and personal care products in India. It provides food products under the Desi Atta, Golden Harvest, Golden Harvest Premium, Karmiq, Ektaa, Mother Earth, Tasty Treat, Sunkist, Fresh & Pure, Sangi's Kitchen, Nilgiris, and Veg Affaire. The company also offers home, beauty, and personal care products under the CleanMate, CareMate, Pratha, Prim, Voom, Mysst, Think Skin, Kara, TS, Terra, sensible portions, Dreamery, and Swiss Tempelle brands. The company was formerly known as Future Consumer Enterprise Limited and changed its name to Future Consumer Limited in October 2016. Future Consumer Limited was incorporated in 1996 and is based in Mumbai, India.",1,639051072.0,4329160000.0,1084728000.0,204883000.0,7835529000.0,61480000.0,308831000.0,607305000.0,-454782000.0,5701249000.0,2025,INR,https://www.finance.yahoo.com/quote/FCONSUMER.NS/balance-sheet/,YFINANCE,
FINCABLES,FINOLEX CABLES LTD,Industrials,Electrical Equipment & Parts,"Finolex Cables Limited engages in the manufacture and sale of electrical and communication cables, and other electrical appliances in India and internationally. The company operates through Electrical Cables, Communication Cables, Copper Rods, and Others segments. It offers PVC, flame retardant low smoke, halogen free flame retardant insulated industrial, and 3 core flat cables; communication cables, including CCTV, CAT6 LAN, optic fiber, speaker, RG6 coaxial, telephone, and FinoGreen cables; power and control cables; and agricultural, solar, and automotive cables. The company also provides switches, smart switches, accessories, and mounting boxes; and LED spot downlights, LED battens, and Double and Tri color panels, as well as LED floodlights and lens streetlights. In addition, it offers ceiling, table, wall mounted, pedestal, and exhaust fans; switchgear products, such as miniature and residual current circuit breakers, isolators, auto changeover current limiters, molded case circuit breakers, and distribution boards; instant, storage, and immersion water heaters; conduits and fittings; and smart door locks and switches. Finolex Cables Limited was founded in 1958 and is based in Pune, India.",0,129501388800.0,199900000.0,9400000.0,27151300000.0,3610100000.0,2072500000.0,9707300000.0,16700000.0,7007700000.0,62865400000.0,2025,INR,https://finance.yahoo.com/quote/FINCABLES.NS/balance-sheet/,YFINANCE,
FLFL,FUT LIFESTYLE FASH LTD,Consumer Cyclical,Apparel Manufacturing,"Future Lifestyle Fashions Limited operates as an integrated fashion company in India. The company retails fashion products through departmental and neighborhood stores. Its stores offer men's formals, casuals, youth wear, women's western wear, women's ethnic, sportswear, denim wear, infant wear, accessories, footwear, luggage, and other products; and cosmetics, fragrances, eyewear, watches, accessories, sportswear, toys, mobiles, electronics, home, and other products. The company offers its products under the Lee Cooper, Champion, aLL, Indigo Nation, RIG, Alice and Mae, Bare, Urban Yoga, Ancestry, Scullers, UMM, Clarks, Jealous 21, Lombard, Tresmode, Turtle, John Miller, Ceriz, Giovani, Converse, Urbana, Celio, Cover Story, Umbro, Mineral, Mother Earth, and Spunk brands. It operates its stores under the Central and Brand Factory brand names; and other exclusive brand outlets, as well as offers its products through e-commerce websites. Future Lifestyle Fashions Limited was formerly known as Future Value Fashion Retail Limited and changed its name to Future Lifestyle Fashions Limited. The company was incorporated in 2012 and is based in Mumbai, India.",1,273983360.0,21691900000.0,109200000.0,932600000.0,48533600000.0,6833800000.0,-15382800000.0,2886800000.0,-25489000000.0,44632600000.0,2022,INR,https://finance.yahoo.com/quote/FLFL.NS/balance-sheet/,YFINANCE,
FORCEMOT,FORCE MOTORS LIMITED,Consumer Cyclical,Auto Manufacturers,"Force Motors Limited, an integrated automobile company, designs, develops, manufactures, and sells a range of automotive components, aggregates, and vehicles in India. The company provides passenger vehicles, ambulances, school buses, and delivery van; small commercial, light commercial, multi utility vehicles, special vehicles, and spare parts; special utility vehicles, which include off-roaders/recreation vehicles and military vehicles; and agricultural tractors. Its product portfolio consists of urbania, a ground-up modular monocoque van platform for shared urban mobility; traveller, a platform that caters to passenger transport, cargo delivery, ambulances, and school buses; monobus; trax, a rugged utility vehicle platform for rural and last mile transport; special application vehicles; gurkha off-road vehicle; and electric vehicles. In addition, the company offers shared mobility solutions, commercial fleets, specialized transport, and defense solutions. It exports its products to various countries in the Middle East, Asia, Latin America, and Africa. The company was incorporated in 1958 and is based in Pune, India. Force Motors Limited operates as a subsidiary of Jaya Hind Industries Pvt. Ltd.",0,290826452992.0,174300000.0,6334600000.0,10815500000.0,17252400000.0,9714700000.0,15441900000.0,256900000.0,8007400000.0,51339800000.0,2025,INR,https://finance.yahoo.com/quote/FORCEMOT.NS/balance-sheet/,YFINANCE,
FRETAIL,Future Retail,Consumer Defensive,Discount Stores,Engages in the retail of household consumer products.,1,0.0,11224000000.0,2609300000.0,913600000.0,33911400000.0,-26298300000.0,1010600000.0,497500000.0,145500000.0,55856700000.0,2016,INR,https://AnnualReport,SUCCESS_MANUAL,
GAIL,GAIL (INDIA) LTD,Utilities,Utilities - Regulated Gas,"GAIL (India) Limited operates as a natural gas processing and distribution company in India and internationally. It operates through Transmission Services, Natural Gas Marketing, Petrochemicals, LPG and Other Liquid Hydrocarbons, and Other segments. The company is involved in the transmission and marketing of natural gas through pipelines to the power, fertilizer, industrial, automotive, petrochemical, domestic, and commercial sectors; exploration and production activities; and marketing of compressed biogas, city gas, and biofuels. It also produces and markets liquefied petroleum gas (LPG), propane, pentane, naphtha, mixed fuel oil, ethylene, propylene, and polypropylene; and manufactures petrochemicals, such as high-density and linear low-density polyethylene under the G-Lex and G-Lene brands. In addition, the company generates wind and solar power. GAIL (India) Limited was incorporated in 1984 and is based in New Delhi, India.",0,1010655494144.0,215953800000.0,33709500000.0,24509700000.0,218995100000.0,157350400000.0,208592000000.0,7531400000.0,124498000000.0,1331487300000.0,2025,INR,https://finance.yahoo.com/quote/GAIL.NS/balance-sheet/,YFINANCE,
GAMMONIND,Gammon India,Industrials,Engineering & Construction,One of the largest civil engineering construction companies in India.,1,0.0,50835800000.0,2200000.0,1443200000.0,50731000000.0,126200000.0,13149500000.0,10382900000.0,146400000.0,99367200000.0,2016,INR,https://AnnualReport,SUCCESS_MANUAL,
GARFIBRES,GARWARE TECH FIBRES LTD,Consumer Cyclical,Textile Manufacturing,"Garware Technical Fibres Limited manufactures and sells various technical textile products in India and internationally. It operates through Synthetic Cordage and Fibre and Industrial Products and Projects segments. The company provides smolt and grow out cages, predator cages, mooring and vertical ropes, and lice shields; bottom and pelagic trawling, purse seine, gill and dol netting, and crab/lobster netting, as well as trawling products; and insect, anti-hail, anti-bird, grape, crop support, floriculture, fencing, cage, shade, and BLRS nets, as well as staking cord, seed production, and weed mat products. It also offers coated fabrics products for decorative fabrics, bouncies, passive heat management solution, sports, water tank/bio flock, bio gas, and shelter fabrics applications; mooring, towing, and other rope articles and accessories; UHMPE products; single point mooring systems; air inflatable tents/shelters/structures, recovery/under slung ropes, and fast ropes; fire retardant/vehicle/muzzle/gun covers; sport nets, sports frames and accessories, safety/protection nets, and fitness and mountaineering ropes, as well as customized products comprising wood carrying bags, hay and cargo nets, and helicopter landing nets; and transmission, submersible, and other general applications ropes. In addition, the company provides bag closing, doll hair, and jute bag stitching products; fall protection solutions; bird protection nets; and geo synthesis solutions for environment, highways and railways, erosion control, mining, oil and gas, energy, slope protection, coastal and river protection works; and lifting solutions, such as lifting and round slings, cut and abrasion resistant sleeves, and other slings. The company was formerly known as Garware-Wall Ropes Limited and changed its name to Garware Technical Fibres Limited in July 2018. Garware Technical Fibres Limited was incorporated in 1976 and is based in Pune, India.",0,60780478464.0,648615000.0,33436000.0,1704981000.0,4512376000.0,1950989000.0,3520957000.0,152955000.0,2315475000.0,17566165000.0,2025,INR,https://finance.yahoo.com/quote/GARFIBRES.NS/balance-sheet/,YFINANCE,
GAYAPROJ,GAYATRI PROJECTS LTD,Industrials,Engineering & Construction,"Gayatri Projects Limited engages in the construction business in India. The company is involved in engineering, procurement, and construction of roads, irrigation, water distribution, and mining works, as well as industrial, transportation, and land development projects. It also engages in the ownership of infrastructure assets. The company was founded in 1963 and is based in Hyderabad, India.",1,3258938368.0,36280762000.0,0.0,2463254000.0,47227915000.0,2769188000.0,1676645000.0,6770000.0,1238910000.0,34391764000.0,2025,INR,https://finance.yahoo.com/quote/GAYAPROJ.NS/balance-sheet/,YFINANCE,
GEODESIC,Geodesic Limited,Technology,It Services,Provided information systems and communication solutions.,1,0.0,9514097000.0,176429000.0,7573000.0,12578634000.0,27831000.0,-5119626000.0,652372000.0,-431259000.0,21444385000.0,2013,INR,https://AnnualReport,SUCCESS_MANUAL,
GITANJALI,Gitanjali Gems,Consumer Cyclical,Luxury Goods,Manufactures and sells branded diamond and gold jewelry.,1,0.0,80262832000.0,289560000.0,2632222000.0,137418317000.0,13633047000.0,9042254000.0,7263704000.0,1332425000.0,190266912000.0,2016,INR,https://AnnualReport,SUCCESS_MANUAL,
GLAXO,GLAXOSMITHKLINE PHARMA LT,Healthcare,Drug Manufacturers - General,"GlaxoSmithKline Pharmaceuticals Limited manufactures, distributes, and trades in pharmaceuticals in India and internationally. The company offers vaccines, such as Infanrix Hexa for vaccination of infants against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis, and disease caused by Haemophilus influenzae type B; Synflorix for active immunization of infants against pneumococcal diseases and acute otitis media; Havrix for active immunization against disease caused by Hepatitis A virus; Menveo to prevent invasive meningococcal disease; Boostrix for immunization against diphtheria, tetanus and pertussis; Fluarix Tetra for the prevention of influenza disease; Varilrix for active immunization against varicella; and Shingrix for prevention of herpes zoster and post-herpetic neuralgia. It also provides specialty medicines, such as NUCALA for severe eosinophilic asthma, eosinophilic granulomatosis with polyangiitis, and hypereosinophilic syndrome; and Trelegy Ellipta for treating chronic obstructive pulmonary disease. In addition, the company offers general medicines, including AUGMENTIN and CEFTUM, an oral antibiotic to treat bacterial infections; CobadexCZS to treat mineral and vitamins deficiency states in adult patients; Flutivate, a skin cream for adults, children and infants; Tenovate to treat inflammatory and pruritic manifestations of steroid responsive dermatosis; CALPOL to treat mild to moderate pain; ELTROXIN for hypothyroidism; CCM to treat calcium and vitamin D deficiency; NEOSPORIN for treatment of specific bacterial skin infections; BETNOVATE for skin conditions; T-BACT for bacterial skin infections; and PHYSIOGEL for dry skin associated with redness and itch. The company was formerly known as SmithKline Beecham Pharmaceuticals India Ltd. and changed its name to GlaxoSmithKline Pharmaceuticals Limited in 2001. GlaxoSmithKline Pharmaceuticals Limited operates as a subsidiary of GSK plc.",0,408980029440.0,99512000.0,133317000.0,24981036000.0,19051546000.0,12898974000.0,13279846000.0,13137000.0,9275829000.0,41080655000.0,2025,INR,https://finance.yahoo.com/quote/GLAXO.NS/balance-sheet/,YFINANCE,
GLENMARK,GLENMARK PHARMACEUTICALS,Healthcare,Drug Manufacturers - Specialty & Generic,"Glenmark Pharmaceuticals Limited, together with its subsidiaries, develops, manufactures, and sells generics, specialty medicines, and over the counter (OTC) pharmaceutical products in India, North America, Europe, and internationally. The company provides branded, OTC, and generic formulations in the therapeutic areas of dermatology, respiratory, oncology, immunology, pain management, hypertension, central nervous system, cardiology, diabetes, contraceptives, gynecology, gastroenterology, and anti-infective in the dosage forms of complex injectables and biologics, oral solids, liquids, topical products, and respiratory-metered dose inhaler, dry powder inhaler, and nasal sprays. Its product pipeline includes ISB 2001, a CD38 x BCMA x CD3 TREAT trispecific T cell engager, which is in Phase 1 clinical trial for indication of relapsed/refractory multiple myeloma; ISB 2301, a NK cell engager that is in preclinical trial for solid tumors; and GRC 65327, a Cbl-b inhibitor small molecule for solid tumors. The company's pipeline also comprises ISB 880, an IL-1RAP antagonist monoclonal antibody, which is in Phase 1 clinical trial for the treatment of hidradenitis suppurativa; and ISB 830-X8, a telazorlimab OX40 antagonist antibody that is in Phase 2 clinical trial for the treatment of atopic dermatitis. In addition, the company offers Ryaltris nasal spray for the treatment of seasonal allergic rhinitis. The company was incorporated in 1977 and is based in Mumbai, India.",0,619107450880.0,24726670000.0,14602990000.0,16914660000.0,59670240000.0,-8275950000.0,20922840000.0,2070650000.0,10470970000.0,160495540000.0,2025,INR,https://finance.yahoo.com/quote/GLENMARK.NS/balance-sheet/,YFINANCE,
GNFC,GUJ NAR VAL FER & CHEM L,Basic Materials,Chemicals,"Gujarat Narmada Valley Fertilizers & Chemicals Limited manufactures and markets fertilizers and chemicals in India and internationally. It operates in two segments, Chemical and Fertilizers. The Chemical segment offers chemicals and petrochemicals plants such as methanol, formic acid, acetic acid, toluene di- isocyanate (TDI), technical grade urea (TGU), weak nitric acid, concentrated nitric acid, ethyl acetate, aniline and ammonium nitrate. The Fertilizers segment provides urea and ammonium nitro phosphate under the Bharat brand name. In addition, it offers various information technology related hardware and software services. The company was formerly known as Gujarat Narmada Valley Fertilizers Co. Ltd. Gujarat Narmada Valley Fertilizers & Chemicals Limited was incorporated in 1976 and is headquartered in Bharuch, India.",0,64609820672.0,1056000000.0,443600000.0,21500300000.0,11474700000.0,6051800000.0,11148900000.0,216700000.0,5977700000.0,110032400000.0,2025,INR,https://finance.yahoo.com/quote/GNFC.NS/balance-sheet/,YFINANCE,
GOCOLORS,GO FASHION INDIA LTD,Consumer Cyclical,Apparel Retail,"Go Fashion (India) Limited engages in designing, developing, sourcing, marketing, and retailing of women's and girl's bottom-wear products under the Go Colors brand in India. Its bottom-wear products include churidars, leggings, harem pants, patialas, palazzos, salwars, culottes, pants, trousers, joggers, capris, treggings, shorts, and jeggings in various categories, such as ethnic wear, western wear, fusion style, athleisure, denims, lounge wear, plus sizes, and girl's wear. The company also sells its products through retail and department stores, exclusive business outlets, and multi-brand outlets, as well as through its website and online marketplaces. Go Fashion (India) Limited was incorporated in 2010 and is headquartered in Chennai, India.",0,15397998592.0,5070033000.0,7856000.0,2472366000.0,1601520000.0,1987618000.0,2931624000.0,461638000.0,934987000.0,12803122000.0,2025,INR,https://finance.yahoo.com/quote/GOCOLORS.NS/balance-sheet/,YFINANCE,
GODREJCP,GODREJ CONSUMER PRODUCTS,Consumer Defensive,Household & Personal Products,"Godrej Consumer Products Limited, a fast-moving consumer goods company, manufactures and sells personal care and home care products in India, Africa, Indonesia, the Middle East, the United States, and internationally. The company offers household insecticides, home hygiene, and air and fabric care products; and personal wash and hygiene, hair color, beauty and professional products, and deodorants and fragrances. It provides its products under the Godrej Aer-O, Goodknight Agarbatti, Godrej Ninja, Good knight, Godrej Expert, Darling, Saniter, HIT, MegaGrowth, Godrej Ezee, Godrej No.1, CINTHOL, Ilicit, ISSUE, INECTO, Godrej magic, Godrej nupur, Godrej Professional, tcb Naturals, renew, Just for me, ROBY, Pamelagrant Beauty, Villeneuve, Millefiori, African Pride, Stella, Mitu, NYU, Purest, Godrej Genteel, Park Avenune, and KamaSutra brands. The company was founded in 1897 and is headquartered in Mumbai, India.",0,1084536979456.0,40044900000.0,91525700000.0,35735800000.0,69335600000.0,25767500000.0,32170000000.0,3111100000.0,18523000000.0,196717900000.0,2025,INR,https://finance.yahoo.com/quote/GODREJCP.NS/balance-sheet/,YFINANCE,
GODREJPROP,GODREJ PROPERTIES LTD,Real Estate,Real Estate - Development,"Godrej Properties Limited, together with its subsidiaries, engages primarily in the business of real estate construction, development, hospitality, and other related activities in India. The company develops residential and commercial projects. Godrej Properties Limited was incorporated in 1985 and is headquartered in Mumbai, India.",0,514101379072.0,126414000000.0,482700000.0,93294100000.0,337695100000.0,-22423800000.0,17902000000.0,-60800000.0,13998900000.0,554655200000.0,2025,INR,https://finance.yahoo.com/quote/GODREJPROP.NS/balance-sheet/,YFINANCE,
GRANULES,GRANULES INDIA LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,"Granules India Limited manufactures and sells active pharmaceutical ingredients (APIs), pharmaceutical formulation intermediates, and finished dosages (FDs) in India and internationally. It offers paracetamol, metformin, guaifenesin, and methocarbamol, as well as prescription and over-the-counter products. The company also develops and manufactures tablets, capsules, press fits, oral solutions, suspensions, and powder for oral solutions. In addition, it provides development and manufacturing solutions for peptides, peptide fragments, and amino acid derivatives. The company offers its products in various therapeutic categories, including antiretroviral, anti-depressant, antihistamine, anti-diabetic, anti-cancer, multiple sclerosis, anti-thrombocytopenia, anti-ulcer, anti-convulsant, mucolytic/expectorant, anti-hypertensive, muscle relaxant, NSAIDs, anti-fibrotic, and anti-microbial, as well as anti-arrhythmic, CNS stimulant, anti-diarrheal, antihypertensive, uterine stimulant, chelating agent, mineral supplements, CNS depressant, PDE inhibitor, antispasmodic, and anti-viral. Granules India Limited was incorporated in 1984 and is headquartered in Hyderabad, India.",0,156706783232.0,14547570000.0,2122870000.0,4687190000.0,20031610000.0,8665660000.0,9463370000.0,606700000.0,5015160000.0,62525610000.0,2025,INR,https://finance.yahoo.com/quote/GRANULES.NS/balance-sheet/,YFINANCE,
GRASIM,GRASIM INDUSTRIES LTD,Basic Materials,Building Materials,"Grasim Industries Limited, together with its subsidiaries, primarily produces cellulosic fibres, diversified chemicals, fashion yarns, and fabrics in india and internationally. The company operates through Cellulosic Fibres, Chemicals, Building Materials, Financial Services, and Others segments. It offers cellulosic staple fibre; and cellulosic fashion yarn; chlor-alkali comprising caustic soda; chlorine derivatives, and specialty chemicals, that include epoxy polymers and curing agents. The company also provides grey cement, white cement-based putty, and ready-mix concrete; and decorative paints comprising interior and exterior water- based paints, enamel paints, wood finishes, waterproofing solutions, and wallpapers under the Birla Opus brand name. In addition, it operates Birla Pivot, a business-to-business e-commerce platform for building and construction materials; and offers non-banking financial services, housing finance, asset management, and health and life insurance, protection, investments, advisory, and value-added services. Further, the company provides textile products, such as linen fabrics, wool tops and worsted yarn, and cotton fabrics under Linen Club, Cavallo, Soktas, and Giza House brands; manufactures and sells ceramic and composite insulators for transmission and distribution lines, sub-stations, power equipment, and railway electrification industries; and engages in generating clean energy using solar, wind, hybrid, and floating solar systems. The company was incorporated in 1947 and is based in Mumbai, India.",0,1839882829824.0,1863145600000.0,342206200000.0,292500300000.0,1075237100000.0,-171696500000.0,200505800000.0,27717900000.0,37056800000.0,5005357000000.0,2025,INR,https://finance.yahoo.com/quote/GRASIM.NS/balance-sheet/,YFINANCE,
GREENPLY,GREENPLY INDUSTRIES LTD,Basic Materials,Lumber & Wood Production,"Greenply Industries Limited, an interior infrastructure company, engages in the manufacture and trading of plywood and allied products in India and internationally. The company provides plywood and block boards, decorative veneers, flush doors, specialty plywood, PVC products, furniture hardware, laminates, and medium density fiberboards under Green, Ecotec, Optima G, Green Ndure, Greenply |WPC|PVC|uPVC, Woodcrest, Greenply MDF, and Club Crests brand names. It also provides furniture and fittings to residential, commercial, and industrial sectors. It operates through a network of distributors, dealers, and retailers. The company was formerly known as Mittal Laminates Private Limited and changed its name to Greenply Industries Limited in 1995. Greenply Industries Limited was founded in 1984 and is based in Kolkata, India.",0,26692816896.0,5241869000.0,190789000.0,243084000.0,7436650000.0,2186791000.0,2158455000.0,387094000.0,916321000.0,19522027000.0,2025,INR,https://finance.yahoo.com/quote/GREENPLY.NS/balance-sheet/,YFINANCE,
GRINDWELL,GRINDWELL NORTON LIMITED,Industrials,Building Products & Equipment,"Grindwell Norton Limited manufactures and sells abrasives, ceramics, and plastic products in India and internationally. It operates through Abrasives, Ceramics & Plastics, Digital Services, and Others segments. The company offers abrasives, including bonded and coated abrasives, non-woven abrasives, thin wheels, construction products, automotive aftermarket, adhesives and sealants, performance grinding products; life science solutions, such as biopharmaceutical systems, medical components, cell therapy solutions, and industrial and consumer solutions; and performance polymer solutions, including engineered components, tape solutions, and ADFORS. It also provides performance ceramics and refractories solutions comprising ceramic systems, wear resistance technology, specialty ceramic for energy, iron and steel, foundry, and non-ferrous industries; silicon carbide crude and grains, including ceramic foam filters for metallurgy, crucible, abrasive, refractory, and advanced materials applications; and design and commissioning solutions. The company serves construction and mobility industries. Grindwell Norton Limited was founded in 1941 and is based in Mumbai, India. Grindwell Norton Limited (BSE:506076) operates as a subsidiary of Compagnie de Saint-Gobain S.A.",0,170054844416.0,835491000.0,941001000.0,8935378000.0,6357805000.0,4584939000.0,5939559000.0,93471000.0,3687213000.0,30567946000.0,2025,INR,https://finance.yahoo.com/quote/GRINDWELL.NS/balance-sheet/,YFINANCE,
GRSE,GARDEN REACH SHIP&ENG LTD,Industrials,Aerospace & Defense,"Garden Reach Shipbuilders & Engineers Limited engages in the design and construction of war ships in India. The company offers frigates, anti-submarine warfare corvette, missile corvette, landing ship tank, landing craft utility, survey vessel, fleet replenishment tanker, fast patrol vessel, offshore patrol vessel, inshore patrol vessel, water jet fast attack craft, anti-submarine warfare shallow water craft, electric ferries, ocean going passenger and cargo ferry vessel, hovercraft, and fast interceptor boat products to the Indian Navy, Indian Coast Guard, and other government. It also provides unmanned surface vessels, autonomous underwater vessels, ship-based drones, and green platforms and naval surface guns. In addition, the company offers portable bridges; and deck machinery equipment, such as anchor capstans and windlass, mooring and dock capstans, general-purpose and ammunition davits, electric boats and electro-hydraulic drive deck machinery products, survey vessels, hydrographic and oceanographic surveys, helicopter traversing systems, and dock capstans and winches. Further, it engages in the assembling, overhauling, and testing of marine diesel engines, as well as provides dry docking and afloat maintenance, refit, and repair services for defense and commercial ships. The company was founded in 1884 and is based in Kolkata, India.",0,288888684544.0,96688000.0,224794000.0,36467338000.0,81492476000.0,155874000.0,7561048000.0,103228000.0,5274038000.0,103542319000.0,2025,INR,https://finance.yahoo.com/quote/GRSE.NS/balance-sheet/,YFINANCE,
GSFC,GUJ STATE FERT & CHEM LTD,Basic Materials,Agricultural Inputs,"Gujarat State Fertilizers & Chemicals Limited produces and sells fertilizers and chemicals in India. The company operates in two segments, Fertilizer Products and Industrial Products. It offers fertilizers, including neem urea, di-ammonium phosphate, boronated NPK, muriate of potash, ammonium phosphate sulphate, gypsum, ammonium sulphate, APS, and micro mix. The company provides industrial products, such as caprolactam, nylon-6, anhydrous ammonia, cyclohexanone, sulphuric acid, technical grade urea, melamine, methyl ethyl ketoxime, hydroxylamine sulphate, cyclohexane, argon gas, and oleum, as well as methanol, nitric acid, ammonium sulphate, anone-anol mixture, melamine cyanurate, and potassium dihydrogen phosphate. In addition, the company offers water soluble fertilizers; sulphur based products; plant tissue culture products; micro nutrients; plant growth promoters; soil conditioners; organic products; and seeds. Further, it is involved in the provision of agro services; trading of agro input products; provision of port and logistics related services; and treatment and supply of waste water. The company was incorporated in 1962 and is based in Vadodara, India.",0,66721079296.0,17600000.0,43930000.0,19036660000.0,13020222000.0,834813000.0,9591451000.0,78816000.0,5910555000.0,143690100000.0,2025,INR,https://finance.yahoo.com/quote/GSFC.NS/balance-sheet/,YFINANCE,
GSPL,GUJARAT STATE PETRO LTD,Utilities,Utilities - Regulated Gas,"Gujarat State Petronet Limited transmits natural gas through pipeline on an open access basis from supply points to demand centers in India. The company develops energy transportation infrastructure and connects natural gas supply sources, including LNG terminals to various markets. It also operates city gas distribution and trading of natural gas business, as well as generates electricity through windmills. The company transports natural gas to various customers, including refineries, steel plants, fertilizer plants, petrochemical plants, power plants, glass, textiles, chemical, city gas distribution (CGD) companies, and other industries in various segments. Gujarat State Petronet Limited was incorporated in 1998 and is based in Gandhinagar, India.",0,133801263104.0,1381274000.0,7057616000.0,36233886000.0,35322211000.0,27408475000.0,29806785000.0,373685000.0,11110844000.0,208069844000.0,2025,INR,https://finance.yahoo.com/quote/GSPL.NS/balance-sheet/,YFINANCE,
GTL,GTL LTD,Communication Services,Telecom Services,"GTL Limited provides telecom network services. The company offers services and solutions to address the network life cycle requirements of telecom operators and tower companies. It also offers network operation and maintenance services; and energy management solutions. The company was formerly known as Global Telesystems Ltd. and changed its name to GTL Limited in October 2001. GTL Limited was incorporated in 1987 and is based in Mumbai, India.",1,1159277312.0,53438400000.0,0.0,4200000.0,57959400000.0,1981200000.0,703500000.0,318100000.0,-83800000.0,1052600000.0,2025,INR,https://finance.yahoo.com/quote/GTL.NS/balance-sheet/,YFINANCE,
GTLINFRA,GTL Infrastructure Ltd,Technology,Communication Equipment,"GTL Infrastructure Limited, an independent and neutral telecom tower company, owns, builds, operates, and maintains shared passive telecom infrastructure sites primarily in India. It provides telecom towers on a shared basis to telecommunications service providers to host their active network components; and delivers uninterrupted power on towers. The company was formerly known as GTL Infras Engineering & Managed Network Services Limited and changed its name to GTL Infrastructure Limited in February 2005. GTL Infrastructure Limited was incorporated in 2004 and is headquartered in Mumbai, India.",1,15242843136.0,37154100000.0,6600000.0,8547400000.0,95750300000.0,6354300000.0,2891400000.0,9202400000.0,-8751500000.0,41168500000.0,2025,INR,https://finance.yahoo.com/quote/gtlinfra.ns/balance-sheet/,YFINANCE,
GUJALKALI,GUJARAT ALKALIES & CHEM,Basic Materials,Chemicals,"Gujarat Alkalies and Chemicals Limited engages in the manufacture and marketing of various chemical products in India. It provides caustic soda lye, caustic soda flakes and prills, sodium sulphate, hydrochloric acid, sodium hypochlorite, liquid chlorine, and compressed hydrogen gas; caustic potash lye and flakes, and potassium carbonate powder and granules; hydrogen peroxide; and chlorinated paraffin and anhydrous aluminum chloride. The company also offers methylene chloride, chlorine derivative, carbon tetrachloride, methyl chloride, and chloroform; bleachwin, scalewin, poly aluminium chloride, biowin, and bleaching powder; sodium chlorate; food and technical grade phosphoric acid; and hydrazine hydrate. In addition, it provides chloromethanes, chlorotoluene, benzyl alcohol, benzyl chloride, and benzaldehyde; and sells scrap materials. The company's products are used in various industries, such as textile, pulp and paper, soap and detergent, alumina, water treatment, petroleum, plastic, fertilizer, pharmaceutical, agrochemical, plant protection, dyes and dyes intermediates, refrigeration gas, epoxy, etc. It also exports its products. Gujarat Alkalies and Chemicals Limited was incorporated in 1973 and is based in Vadodara, India.",0,46970257408.0,7785539000.0,13327000.0,2037100000.0,9334317000.0,3811828000.0,3693159000.0,482363000.0,-651186000.0,79866319000.0,2025,INR,https://finance.yahoo.com/quote/GUJALKALI.NS/balance-sheet/,YFINANCE,
GUJGASLTD,GUJARAT GAS LIMITED,Utilities,Utilities - Regulated Gas,"Gujarat Gas Limited engages in the distribution of natural gas in India. It operates a network of approximately 42,600 kilometers of natural gas pipeline and 828 compressed natural gas (CNG) stations. The company supplies piped natural gas to approximately 22.6 lakh households, approximately 15,600 commercial customers; and approximately 4,400 industrial customers, as well as operates 828 CNG stations. It operates in the states of Gujarat, Maharashtra, Punjab, Madhya Pradesh, Rajasthan, and Haryana; and 1 union territory of Dadra and Nagar Haveli, and Daman and Diu. The company was formerly known as GSPC Distribution Networks Limited and changed its name to Gujarat Gas Limited in May 2015. Gujarat Gas Limited was incorporated in 2012 and is based in Gandhinagar, India. Gujarat Gas Limited operates as a subsidiary of Gujarat State Petronet Limited.",0,216361009152.0,1499800000.0,5541900000.0,16096500000.0,29643300000.0,18058600000.0,20925400000.0,324900000.0,11483200000.0,126511100000.0,2025,INR,https://finance.yahoo.com/quote/GUJGASLTD.NS/balance-sheet/,YFINANCE,
GVKPIL,GVK POW. & INFRA LTD.,Utilities,Utilities - Independent Power Producers,"GVK Power & Infrastructure Limited, together with its subsidiaries, engages in the energy, transportation, hospitality, and life sciences businesses in India and Indonesia. It operates through Power, Roads, and Other segments. The company offers operation and maintenance, manpower and consultancy, and incidental services to owners of power plants, airports, and infrastructure companies. It also constructs and operates gas/naphtha, thermal, and hydro independent power plants, as well as highway projects; engages in exploration of oil and gas; and invests in SEZ and other assets. The company was formerly known as Jegurupadu Operation & Maintenance Company and changed its name to GVK Power & Infrastructure Limited in July 2005. GVK Power & Infrastructure Limited was founded in 1992 and is based in Secunderabad, India.",1,4232283904.0,33704600000.0,0.0,4110500000.0,35869800000.0,5985600000.0,12969800000.0,4202200000.0,5651500000.0,51690600000.0,2025,INR,https://finance.yahoo.com/quote/GVKPIL.NS/balance-sheet/,YFINANCE,
